"پراید 131 SE، مدل ۱۳۹۵","https://divar.ir/v/پراید-131-se-مدل-۱۳۹۵_سواری_تهران_جمهوری_دیوار/QY2i1few","null" 
"تیبا هاچبک EX، مدل ۱۳۹۴","https://divar.ir/v/تیبا-هاچبک-ex-مدل-۱۳۹۴_سواری_تهران_خلیج-فارس_دیوار/QY2eVz9F","null" 
"پژو 405 GLX بنزینی، مدل ۱۳۹۷","https://divar.ir/v/پژو-405-glx-بنزینی-مدل-۱۳۹۷_سواری_تهران_مشیریه_دیوار/QY2ml6f8","null" 
"میتسوبیشی گالانت عینکی مدل ۱۹۹۳","https://divar.ir/v/میتسوبیشی-گالانت-عینکی-مدل-۱۹۹۳_سواری_تهران_اکباتان_دیوار/QY2e1tg7","null" 
"لکسوس IS 300، مدل ۲۰۱۱","https://divar.ir/v/لکسوس-is-300-مدل-۲۰۱۱_سواری_تهران_سعادت-آباد_دیوار/QY2eVjNk","null" 
"کوییک دنده‌ای R، مدل ۱۴۰۰","https://divar.ir/v/کوییک-دنده-ای-r-مدل-۱۴۰۰_سواری_تهران_پونک_دیوار/QY2eFoQ3","null" 
"رنو تندر 90 پلاس اتوماتیک، مدل ۱۳۹۷","https://divar.ir/v/رنو-تندر-90-پلاس-اتوماتیک-مدل-۱۳۹۷_سواری_تهران_تهرانپارس-غربی_دیوار/QY2eVjkI","null" 
"پراید 131 SE، مدل ۱۳۹۷","https://divar.ir/v/پراید-131-se-مدل-۱۳۹۷_سواری_تهران_تهران-سر_دیوار/QY2mFylA","null" 
"۲۰۱۵ سالم و‌تمیز","https://divar.ir/v/۲۰۱۵-سالم-و-تمیز_سواری_تهران_تهرانپارس-غربی_دیوار/QY2e1j80","null" 
"پراید 132 دوگانه سوز، مدل ۱۳۸۸","https://divar.ir/v/پراید-132-دوگانه-سوز-مدل-۱۳۸۸_سواری_دماوند__دیوار/QY2eFYbh","null" 
"تلیسمان e3 2017","https://divar.ir/v/تلیسمان-e3-2017_سواری_تهران_سعادت-آباد_دیوار/QY2WFeLX","null" 
"پیکان وانت CNG، مدل ۱۳۸۸","https://divar.ir/v/پیکان-وانت-cng-مدل-۱۳۸۸_سواری_تهران_شهر-قدس_دیوار/QY2CFVEA","null" 
"کی‌ام‌سی T8، مدل ۱۴۰۰ مشکی","https://divar.ir/v/کی-ام-سی-t8-مدل-۱۴۰۰-مشکی_سواری_تهران_مجیدیه_دیوار/QY2iVahC","null" 
"پراید مدل ۱۳۸۰","https://divar.ir/v/پراید-مدل-۱۳۸۰_سواری_تهران_رباط-کریم_دیوار/QY2e1Pwa","null" 
"پژو 405 GLX بنزینی، مدل ۱۳۹۶","https://divar.ir/v/پژو-405-glx-بنزینی-مدل-۱۳۹۶_سواری_تهران_شهریار_دیوار/QY2alE8D","null" 
"پیکان وانت بنزینی، مدل ۱۳۸۰","https://divar.ir/v/پیکان-وانت-بنزینی-مدل-۱۳۸۰_سواری_تهران_میدان-ولیعصر_دیوار/QY2eFAhr","null" 
"سمند LX EF7 بنزینی، مدل ۱۴۰۰","https://divar.ir/v/سمند-lx-ef7-بنزینی-مدل-۱۴۰۰_سواری_تهران_سعادت-آباد_دیوار/QY2al3HC","null" 
"پراید ۱۳۱ مدل ۹۶ سالم","https://divar.ir/v/پراید-۱۳۱-مدل-۹۶-سالم_سواری_اسلام-شهر__دیوار/QY2Slkox","null" 
"ام‌وی‌ام 315 هاچبک اسپرت لاکچری، مدل ۱۳۹۵","https://divar.ir/v/ام-وی-ام-315-هاچبک-اسپرت-لاکچری-مدل-۱۳۹۵_سواری_تهران_رودهن_دیوار/QY2SFeuk","null" 
"رنو تندر 90 E2 بنزینی، مدل ۱۳۹۶","https://divar.ir/v/رنو-تندر-90-e2-بنزینی-مدل-۱۳۹۶_سواری_تهران_فردوسی_دیوار/QY2KVeyG","null" 
"پژو 405 GLX بنزینی، مدل ۱۳۸۵","https://divar.ir/v/پژو-405-glx-بنزینی-مدل-۱۳۸۵_سواری_تهران_افسریه_دیوار/QY2SFVZA","null" 
"سمند Ef7دوگانه سوز خشک مدل 99","https://divar.ir/v/سمند-ef7دوگانه-سوز-خشک-مدل-99_سواری_تهران_امام-حسین-ع-_دیوار/QY2O12_N","null" 
"رنو تندر 90 E0 بنزینی، مدل ۱۳۸۷","https://divar.ir/v/رنو-تندر-90-e0-بنزینی-مدل-۱۳۸۷_سواری_تهران_تهرانپارس-شرقی_دیوار/QY2SVBq-","null" 
"هیوندای سانتافه ix 45 2400cc، مدل ۲۰۱۷","https://divar.ir/v/هیوندای-سانتافه-ix-45-2400cc-مدل-۲۰۱۷_سواری_تهران_آبشار_دیوار/QY2SlDlI","null" 
"سیتروئن زانتیا 2000cc، مدل ۱۳۸۳","https://divar.ir/v/سیتروئن-زانتیا-2000cc-مدل-۱۳۸۳_سواری_تهران_شهریار_دیوار/QY2a1NUA","null" 
"هیوندای توسان ix 35 2000cc، مدل ۲۰۱۷","https://divar.ir/v/هیوندای-توسان-ix-35-2000cc-مدل-۲۰۱۷_سواری_تهران_قیطریه_دیوار/QY2OF7FY","null" 
"پیکان دوگانه سوز CNG، مدل ۱۳۸۱","https://divar.ir/v/پیکان-دوگانه-سوز-cng-مدل-۱۳۸۱_سواری_تهران_قرچک_دیوار/QY2WlwnS","null" 
"خودرو زانتیا مدل ۸۴","https://divar.ir/v/خودرو-زانتیا-مدل-۸۴_سواری_تهران_امیرآباد_دیوار/QY2O1Kww","null" 
"تیبا صندوق‌دار SX، مدل ۱۴۰۰","https://divar.ir/v/تیبا-صندوق-دار-sx-مدل-۱۴۰۰_سواری_تهران_شهریار_دیوار/QY2W1wmu","null" 
"پیکان وانت CNG، مدل ۱۳۹۳","https://divar.ir/v/پیکان-وانت-cng-مدل-۱۳۹۳_سواری_تهران_یافت-آباد_دیوار/QYba9nBt","null" 
"پژو۲۰۶ تیپ ۲","https://divar.ir/v/پژو۲۰۶-تیپ-۲_سواری_تهران_ائمه-اطهار_دیوار/QY2OVgNy","null" 
"پژو 206 تیپ ۲، مدل ۱۳۸۸","https://divar.ir/v/پژو-206-تیپ-۲-مدل-۱۳۸۸_سواری_تهران_ستارخان_دیوار/QY2K1v2_","null" 
"رنو تندر 90 E2 بنزینی، مدل ۱۳۹۵","https://divar.ir/v/رنو-تندر-90-e2-بنزینی-مدل-۱۳۹۵_سواری_تهران_وردآورد_دیوار/QY2GlzuC","null" 
"وانت مدل ۹۳ ،cng تمیز","https://divar.ir/v/وانت-مدل-۹۳-cng-تمیز_سواری_تهران_رودهن_دیوار/QY2SlYzx","null" 
"پراید 131 EX، مدل ۱۳۹۲","https://divar.ir/v/پراید-131-ex-مدل-۱۳۹۲_سواری_تهران_تهران-سر_دیوار/QY2KFJIE","null" 
"سوئیست DX 3، مدل ۱۴۰۰ صفر","https://divar.ir/v/سوئیست-dx-3-مدل-۱۴۰۰-صفر_سواری_تهران_یافت-آباد_دیوار/QY2OFf-O","null" 
"هیوندای سوناتا YF، مدل ۲۰۱۱","https://divar.ir/v/هیوندای-سوناتا-yf-مدل-۲۰۱۱_سواری_تهران_شهران-شمالی_دیوار/QY2GVt4p","null" 
"لیفان 620 1800cc، مدل ۱۳۹۱","https://divar.ir/v/لیفان-620-1800cc-مدل-۱۳۹۱_سواری_تهران_فلاح_دیوار/QY2OVlIu","null" 
"پژو پارس سال، مدل ۱۳۹۵ بی رنگ و خط و خش","https://divar.ir/v/پژو-پارس-سال-مدل-۱۳۹۵-بی-رنگ-و-خط-و-خش_سواری_تهران_آذری_دیوار/QYdev58V","null" 
"پژو پارس LX TU5، مدل ۹۶ بی رنگ","https://divar.ir/v/پژو-پارس-lx-tu5-مدل-۹۶-بی-رنگ_سواری_تهران_آهنگ_دیوار/QYxGuMwn","null" 
"دنا معمولی تیپ ۲، مدل ۱۳۹۶","https://divar.ir/v/دنا-معمولی-تیپ-۲-مدل-۱۳۹۶_سواری_گلستان__دیوار/QY2O13s2","null" 
"پراید 111 SE، مدل ۱۳۹۹","https://divar.ir/v/پراید-111-se-مدل-۱۳۹۹_سواری_نسیم-شهر__دیوار/QY2GFts4","null" 
"پژو پارس ELX، مدل ۱۳۸۶","https://divar.ir/v/پژو-پارس-elx-مدل-۱۳۸۶_سواری_تهران_پاکدشت_دیوار/QY2Ol2lz","null" 
"دنا معمولی، مدل ۱۳۹۶","https://divar.ir/v/دنا-معمولی-مدل-۱۳۹۶_سواری_تهران_پاکدشت_دیوار/QY2-k0Uc","null" 
"نیسان پاترول 2 در 4 سیلندر، مدل ۱۹۹۵","https://divar.ir/v/نیسان-پاترول-2-در-4-سیلندر-مدل-۱۹۹۵_سواری_تهران_رودهن_دیوار/QY2CVdKk","null" 
"دی‌اس 6، مدل ۲۰۱۸","https://divar.ir/v/دی-اس-6-مدل-۲۰۱۸_سواری_تهران_عباس-آباد_دیوار/QY2GlMpV","null" 
"سمند LX EF7 بنزینی، مدل ۱۳۹۱","https://divar.ir/v/سمند-lx-ef7-بنزینی-مدل-۱۳۹۱_سواری_تهران_شهر-ری-اقدسیه_دیوار/QY2O1Ung","null" 
"پژو 207i پانوراما دنده‌ای، مدل ۱۴۰۰","https://divar.ir/v/پژو-207i-پانوراما-دنده-ای-مدل-۱۴۰۰_سواری_تهران_پونک_دیوار/QY2OFHEZ","null" 
"پژو 206 تیپ ۲، مدل ۱۳۹۶","https://divar.ir/v/پژو-206-تیپ-۲-مدل-۱۳۹۶_سواری_تهران_تهرانپارس-شرقی_دیوار/QY2ClDt0","null" 
"هیوندای النترا 2000cc، مدل ۲۰۱۸","https://divar.ir/v/هیوندای-النترا-2000cc-مدل-۲۰۱۸_سواری_تهران_تهرانپارس-غربی_دیوار/QY2CFrw9","null" 
"کوییک دنده‌ای S، مدل ۱۴۰۰","https://divar.ir/v/کوییک-دنده-ای-s-مدل-۱۴۰۰_سواری_اسلام-شهر__دیوار/QY2KV14l","null" 
"پژو RD بنزینی، مدل ۱۳۷۹","https://divar.ir/v/پژو-rd-بنزینی-مدل-۱۳۷۹_سواری_تهران_خلیج-فارس_دیوار/QY2CVngf","null" 
"سمند X7 دوگانه سوز، مدل ۱۳۸۳","https://divar.ir/v/سمند-x7-دوگانه-سوز-مدل-۱۳۸۳_سواری_تهران_شهران-شمالی_دیوار/QY2CVVue","null" 
"پراید صندوق‌دار CNG، مدل ۱۳۸۲","https://divar.ir/v/پراید-صندوق-دار-cng-مدل-۱۳۸۲_سواری_اسلام-شهر__دیوار/QY2K1dMa","null" 
"سمند LX EF7 گازسوز، مدل ۱۳۹۶","https://divar.ir/v/سمند-lx-ef7-گازسوز-مدل-۱۳۹۶_سواری_تهران_پاکدشت_دیوار/QY2KVnKT","null" 
"جک S5 اتوماتیک، مدل ۱۴۰۰","https://divar.ir/v/جک-s5-اتوماتیک-مدل-۱۴۰۰_سواری_تهران_شهر-قدس_دیوار/QY2-kWBK","null" 
"معاوضه سمند LX EF7 گازسوز، مدل ۱۳۹۹با مزدا دوکابین","https://divar.ir/v/معاوضه-سمند-lx-ef7-گازسوز-مدل-۱۳۹۹با-مزدا-دوکابین_سواری_تهران_میدان-انقلاب_دیوار/QY22EeOP","null" 
"نیسان وانت دیزل مدل ۱۳۹۰","https://divar.ir/v/نیسان-وانت-دیزل-مدل-۱۳۹۰_سواری_تهران_چیتگر_دیوار/QY22Uwt-","null" 
"ساینا دنده‌ای EX، مدل ۱۴۰۰","https://divar.ir/v/ساینا-دنده-ای-ex-مدل-۱۴۰۰_سواری_تهران_بومهن_دیوار/QY2-UJE5","null" 
"پیکان سواری  LPG، مدل ۱۳۸۳","https://divar.ir/v/پیکان-سواری-lpg-مدل-۱۳۸۳_سواری_تهران_پاکدشت_دیوار/QY2CltIb","null" 
"تیبا","https://divar.ir/v/تیبا_سواری_تهران_شهرک-فردوس_دیوار/QY2GVGHm","null" 
"تویوتا کرولا، مدل ۱۹۹۳ تخم مرغی","https://divar.ir/v/تویوتا-کرولا-مدل-۱۹۹۳-تخم-مرغی_سواری_تهران_زعفرانیه_دیوار/QY2C1vEj","null" 
"پراید 131 EX، مدل ۱۳۹۸","https://divar.ir/v/پراید-131-ex-مدل-۱۳۹۸_سواری_تهران_مسعودیه_دیوار/QY26k5na","null" 
"رنو پارس تندر دنده‌ای، مدل ۱۳۹۶","https://divar.ir/v/رنو-پارس-تندر-دنده-ای-مدل-۱۳۹۶_سواری_تهران_یافت-آباد_دیوار/QY260xTo","null" 
"پژو پارس ساده صفر ، مدل ۱۳۹۹","https://divar.ir/v/پژو-پارس-ساده-صفر-مدل-۱۳۹۹_سواری_تهران_افسریه_دیوار/QY2CV4wa","null" 
"تیبا هاچبک EX، مدل ۱۳۹۵","https://divar.ir/v/تیبا-هاچبک-ex-مدل-۱۳۹۵_سواری_تهران_جنت-آباد-مرکزی_دیوار/QY2CV0wq","null" 
"پراید 131 SE، مدل ۱۳۹۹","https://divar.ir/v/پراید-131-se-مدل-۱۳۹۹_سواری_نسیم-شهر__دیوار/QY2Cl6iH","null" 
"پژو 206 SD V8، مدل ۱۳۹۳","https://divar.ir/v/پژو-206-sd-v8-مدل-۱۳۹۳_سواری_تهران_شهریار_دیوار/QY26Eeeu","null" 
"جک S5 دنده‌ای، مدل ۱۳۹۶","https://divar.ir/v/جک-s5-دنده-ای-مدل-۱۳۹۶_سواری_تهران_رباط-کریم_دیوار/QY26kVCe","null" 
"پژو 206 تیپ ۲، مدل ۱۳۸۹","https://divar.ir/v/پژو-206-تیپ-۲-مدل-۱۳۸۹_سواری_تهران_افسریه_دیوار/QY22k95x","null" 
"نیسان ماکسیما مونتاژ اتوماتیک، مدل ۱۳۸۳","https://divar.ir/v/نیسان-ماکسیما-مونتاژ-اتوماتیک-مدل-۱۳۸۳_سواری_تهران_سعادت-آباد_دیوار/QY2CVcZb","null" 
"پراید صندوق‌دار بنزینی، مدل ۱۳۸۶","https://divar.ir/v/پراید-صندوق-دار-بنزینی-مدل-۱۳۸۶_سواری_تهران_آهنگ_دیوار/QY2CFczJ","null" 
"تیبا2فول پلاس 1400","https://divar.ir/v/تیبا2فول-پلاس-1400_سواری_تهران_رباط-کریم_دیوار/QY26UUJS","null" 
"پراید 132 SX، مدل ۱۳۹۰","https://divar.ir/v/پراید-132-sx-مدل-۱۳۹۰_سواری_تهران_تهران-سر_دیوار/QY2206ij","null" 
"سمند سورن ELX، مدل ۱۳۹۸","https://divar.ir/v/سمند-سورن-elx-مدل-۱۳۹۸_سواری_تهران_پاسداران_دیوار/QY2C1Lqt","null" 
"پراید 132 SL، مدل ۱۳۸۹","https://divar.ir/v/پراید-132-sl-مدل-۱۳۸۹_سواری_تهران_تهران-نو_دیوار/QY2ejN9I","null" 
"فروش ومعاوضه سمند LX ساده، مدل ۱۳۹۱","https://divar.ir/v/فروش-ومعاوضه-سمند-lx-ساده-مدل-۱۳۹۱_سواری_تهران_ورامین_دیوار/QY2yk888","null" 
"فروش اقساطی هیوندای آزرا گرنجور فول صفر خشک ۲۰۱۹","https://divar.ir/v/فروش-اقساطی-هیوندای-آزرا-گرنجور-فول-صفر-خشک-۲۰۱۹_سواری_تهران_اکباتان_دیوار/QY2-EO-7","null" 
"پیکان وانت CNG، مدل ۱۳۸۶","https://divar.ir/v/پیکان-وانت-cng-مدل-۱۳۸۶_سواری_تهران_نازی-آباد_دیوار/QYySydSq","null" 
"پژو 405 GLX - دوگانه سوز CNG، مدل ۱۳۸۸","https://divar.ir/v/پژو-405-glx-دوگانه-سوز-cng-مدل-۱۳۸۸_سواری_تهران_صادقیه_دیوار/QY220G0f","null" 
"پراید 131 SL، مدل ۱۳۹۰","https://divar.ir/v/پراید-131-sl-مدل-۱۳۹۰_سواری_تهران_مشیریه_دیوار/QY22EYzu","null" 
"سراتو آپشنال سفید مدل ۹۷","https://divar.ir/v/سراتو-آپشنال-سفید-مدل-۹۷_سواری_تهران_هروی_دیوار/QY2yEv2N","null" 
"پراید 132 SE، مدل ۱۳۹۵","https://divar.ir/v/پراید-132-se-مدل-۱۳۹۵_سواری_تهران_شهر-قدس_دیوار/QY2yUpxq","null" 
"تیبا 2 EX صفر 1400 تحویل آخر آبان","https://divar.ir/v/تیبا-2-ex-صفر-1400-تحویل-آخر-آبان_سواری_تهران_تجریش_دیوار/QY260BIi","null" 
"پژو پارس سال، مدل ۱۳۹۴","https://divar.ir/v/پژو-پارس-سال-مدل-۱۳۹۴_سواری_تهران_نظام-آباد_دیوار/QY2uE-fS","null" 
"سمند سورن پلاس، مدل ۱۴۰۰","https://divar.ir/v/سمند-سورن-پلاس-مدل-۱۴۰۰_سواری_تهران_عبدل-آباد_دیوار/QY26UgGG","null" 
"پژو 405 GL بنزینی، مدل ۱۳۹۲","https://divar.ir/v/پژو-405-gl-بنزینی-مدل-۱۳۹۲_سواری_تهران_نعمت-آباد_دیوار/QY26klhu","null" 
"هیوندای FX کوپه دنده‌ای، مدل ۲۰۰۸","https://divar.ir/v/هیوندای-fx-کوپه-دنده-ای-مدل-۲۰۰۸_سواری_تهران_افسریه_دیوار/QY26UVWP","null" 
"پژو پارس LX TU5، مدل ۱۳۹۶","https://divar.ir/v/پژو-پارس-lx-tu5-مدل-۱۳۹۶_سواری_تهران_نعمت-آباد_دیوار/QY2uE-QD","null" 
"پراید 132 دوگانه سوز، مدل ۱۳۸۷","https://divar.ir/v/پراید-132-دوگانه-سوز-مدل-۱۳۸۷_سواری_تهران_قرچک_دیوار/QY26Umtr","null" 
"هیوندای سوناتا YF، مدل ۲۰۱۴","https://divar.ir/v/هیوندای-سوناتا-yf-مدل-۲۰۱۴_سواری_تهران_سعادت-آباد_دیوار/QY26kLPB","null" 
"پژو پارس LX TU5، مدل ۱۳۹۸","https://divar.ir/v/پژو-پارس-lx-tu5-مدل-۱۳۹۸_سواری_تهران_آهنگ_دیوار/QY2yEhJm","null" 
"پژو پارس ELX، مدل ۱۳۹۷","https://divar.ir/v/پژو-پارس-elx-مدل-۱۳۹۷_سواری_تهران_شهر-قدس_دیوار/QY2yUTwG","null" 
"پژو 206 تیپ ۲، مدل ۱۳۹۴","https://divar.ir/v/پژو-206-تیپ-۲-مدل-۱۳۹۴_سواری_تهران_ابوذر-منطقه-۱۵-_دیوار/QY2y0Fo9","null" 
"تویوتا 2fکالسکه","https://divar.ir/v/تویوتا-2fکالسکه_سواری_تهران_الهیه_دیوار/QY2yEQPb","null" 
"سانگ یانگ تیوولی مونتاژ سولار، مدل ۱۴۰۰","https://divar.ir/v/سانگ-یانگ-تیوولی-مونتاژ-سولار-مدل-۱۴۰۰_سواری_تهران_ابوذر-منطقه-۱۵-_دیوار/QY260Gt9","null" 
"کوییک دنده‌ای ساده، مدل ۱۴۰۰","https://divar.ir/v/کوییک-دنده-ای-ساده-مدل-۱۴۰۰_سواری_اسلام-شهر__دیوار/QY26UJbC","null" 
"پراید 111 EXسال 92","https://divar.ir/v/پراید-111-exسال-92_سواری_تهران_مهرآباد-جنوبی_دیوار/QY2mkXWb","null" 
"پژو 405 SLX بنزینی، مدل ۱۳۹۹","https://divar.ir/v/پژو-405-slx-بنزینی-مدل-۱۳۹۹_سواری_تهران_خانی-آباد-نو_دیوار/QY2uUBzI","null" 
"مزدا 3N صندوق‌دار مونتاژ تیپ 4، مدل ۱۳۹۶","https://divar.ir/v/مزدا-3n-صندوق-دار-مونتاژ-تیپ-4-مدل-۱۳۹۶_سواری_تهران_جنت-آباد-جنوبی_دیوار/QY2qE7Bs","null" 
"2006.1600","https://divar.ir/v/2006-1600_سواری_تهران_پیروزی_دیوار/QY2q0r_Z","null" 
"پژو 206 تیپ ۶، مدل ۱۳۸۸","https://divar.ir/v/پژو-206-تیپ-۶-مدل-۱۳۸۸_سواری_تهران_پونک_دیوار/QY2qEZ-6","null" 
"پژو پارس سال، مدل ۱۴۰۰","https://divar.ir/v/پژو-پارس-سال-مدل-۱۴۰۰_سواری_تهران_نظام-آباد_دیوار/QYzKSowD","null" 
"سیتروئن زانتیا 2000cc، مدل ۱۳۸۴","https://divar.ir/v/سیتروئن-زانتیا-2000cc-مدل-۱۳۸۴_سواری_تهران_تهرانپارس-شرقی_دیوار/QY2yknaB","null" 
"برلیانس H220 دنده ای، مدل ۱۳۹۷","https://divar.ir/v/برلیانس-h220-دنده-ای-مدل-۱۳۹۷_سواری_تهران_پاکدشت_دیوار/QY2q0aNk","null" 
"سمند گازسوز مدل ۱۳۹۱","https://divar.ir/v/سمند-گازسوز-مدل-۱۳۹۱_سواری_تهران_خلیج-فارس_دیوار/QY2ykgUP","null" 
"سمند X7 بنزینی، مدل ۱۳۸۲","https://divar.ir/v/سمند-x7-بنزینی-مدل-۱۳۸۲_سواری_تهران_خلیج-فارس_دیوار/QY2qkVAK","null" 
"رانا LX، مدل ۱۳۹۳  تمیز","https://divar.ir/v/رانا-lx-مدل-۱۳۹۳-تمیز_سواری_تهران_شهریار_دیوار/QY2q0RGf","null" 
"رانا پلاس پانوراما، مدل ۱۴۰۰ سند آزاد","https://divar.ir/v/رانا-پلاس-پانوراما-مدل-۱۴۰۰-سند-آزاد_سواری_تهران_فرودگاه-مهرآباد_دیوار/QY2yUKPm","null" 
"سیتروئن C3 مونتاژ بدون گرمکن صندلی، مدل ۱۳۹۸","https://divar.ir/v/سیتروئن-c3-مونتاژ-بدون-گرمکن-صندلی-مدل-۱۳۹۸_سواری_تهران_جنت-آباد-جنوبی_دیوار/QY2ykArw","null" 
"نیسان ماکسیما مونتاژ اتوماتیک، مدل ۱۳۸۴","https://divar.ir/v/نیسان-ماکسیما-مونتاژ-اتوماتیک-مدل-۱۳۸۴_سواری_تهران_نارمک-جنوبی_دیوار/QY2uk_5D","null" 
"فروش اقساطی پژو ۲۰۰۸ فول صفر خشک ۱۳۹۸","https://divar.ir/v/فروش-اقساطی-پژو-۲۰۰۸-فول-صفر-خشک-۱۳۹۸_سواری_تهران_اکباتان_دیوار/QY2u06rX","null" 
"برلیانس H330 اتوماتیک 1650cc، مدل ۱۳۹۹","https://divar.ir/v/برلیانس-h330-اتوماتیک-1650cc-مدل-۱۳۹۹_سواری_تهران_سیزده-آبان_دیوار/QY2mk3Rq","null" 
"پژو 206 SD V8، مدل ۱۳۸۹","https://divar.ir/v/پژو-206-sd-v8-مدل-۱۳۸۹_سواری_تهران_اندیشه_دیوار/QY2i0YUb","null" 
"پژو پارس لیموزین، مدل ۱۳۹۲","https://divar.ir/v/پژو-پارس-لیموزین-مدل-۱۳۹۲_سواری_نسیم-شهر__دیوار/QY2mEuVH","null" 
"دنا پلاس اتوماتیک فول خاکستری۱۴۰۰","https://divar.ir/v/دنا-پلاس-اتوماتیک-فول-خاکستری۱۴۰۰_سواری_تهران_مجیدیه_دیوار/QY2u01UV","null" 
"وانت پراید 151 SE، مدل ۱۴۰۰","https://divar.ir/v/وانت-پراید-151-se-مدل-۱۴۰۰_سواری_تهران_پاکدشت_دیوار/QY2qU7c-","null" 
"پراید صندوق‌دار CNG، مدل ۱۳۸۹","https://divar.ir/v/پراید-صندوق-دار-cng-مدل-۱۳۸۹_سواری_گلستان__دیوار/QY2qE6ei","null" 
"کیا سراتو مونتاژ اتوماتیک 2000cc، مدل ۱۳۹۵","https://divar.ir/v/کیا-سراتو-مونتاژ-اتوماتیک-2000cc-مدل-۱۳۹۵_سواری_تهران_پاکدشت_دیوار/QY2iEreB","null" 
"وانت نیسان، مدل ۱۳۸۳","https://divar.ir/v/وانت-نیسان-مدل-۱۳۸۳_سواری_تهران_آهنگ_دیوار/QY2qEvSJ","null" 
"کوییک R سفید مشکی، مدل ۱۳۹۹، تحویل ۱۴۰۰، در حد خشک","https://divar.ir/v/کوییک-r-سفید-مشکی-مدل-۱۳۹۹-تحویل-۱۴۰۰-در-حد-خشک_سواری_تهران_مجیدیه_دیوار/QY2ikjI9","null" 
"دنا پلاس اتوماتیک، مدل ۱۴۰۰","https://divar.ir/v/دنا-پلاس-اتوماتیک-مدل-۱۴۰۰_سواری_تهران_دولت-آباد_دیوار/QY2q0bOa","null" 
"فروش اقساطی پژو ۴۰۵ GLX فول صفر خشک ۹۹","https://divar.ir/v/فروش-اقساطی-پژو-۴۰۵-glx-فول-صفر-خشک-۹۹_سواری_تهران_اکباتان_دیوار/QY2q0h2C","null" 
"تیبا۲ EX، مدل ۱۴۰۰","https://divar.ir/v/تیبا۲-ex-مدل-۱۴۰۰_سواری_تهران_صالح-آباد-شرقی_دیوار/QY2ektxe","null" 
"پژو 2008، مدل ۱۳۹۷","https://divar.ir/v/پژو-2008-مدل-۱۳۹۷_سواری_تهران_سیدخندان_دیوار/QY2eE3MJ","null" 
